,file,class,method,Predicted_Values,wmc,loc,maxNestedBlocksQty,Predicted_Metrics,Euclidean_dist
1053,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\javadraw\JavaDrawApplet.java,CH.ifa.draw.samples.javadraw.JavaDrawApplet$Anonymous1,actionPerformed/1[java.awt.event.ActionEvent],none,1,3,0,[1. 3. 0.],[0.]
1054,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectAreaTracker.java,CH.ifa.draw.standard.SelectAreaTracker,eraseRubberBand/0,none,1,3,0,[1. 3. 0.],[0.]
1055,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectAreaTracker.java,CH.ifa.draw.standard.SelectAreaTracker,"mouseUp/3[java.awt.event.MouseEvent,int,int]",none,1,5,0,[1. 5. 0.],[0.]
1056,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectAreaTracker.java,CH.ifa.draw.standard.SelectAreaTracker,"mouseDrag/3[java.awt.event.MouseEvent,int,int]",none,1,5,0,[1. 5. 0.],[0.]
1057,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectAreaTracker.java,CH.ifa.draw.standard.SelectAreaTracker,"rubberBand/4[int,int,int,int]",none,1,5,0,[1. 5. 0.],[0.]
1058,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectAreaTracker.java,CH.ifa.draw.standard.SelectAreaTracker,SelectAreaTracker/1[CH.ifa.draw.framework.DrawingEditor],none,1,3,0,[1. 3. 0.],[0.]
1059,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectAreaTracker.java,CH.ifa.draw.standard.SelectAreaTracker,"mouseDown/3[java.awt.event.MouseEvent,int,int]",none,1,4,0,[1. 4. 0.],[0.]
1060,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectAreaTracker.java,CH.ifa.draw.standard.SelectAreaTracker,drawXORRect/1[java.awt.Rectangle],none,2,13,2,[ 2. 13.  2.],[0.]
1061,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectAreaTracker.java,CH.ifa.draw.standard.SelectAreaTracker,selectGroup/1[boolean],minor,5,15,3,[ 5. 15.  3.],[0.]
1062,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonHandle.java,CH.ifa.draw.contrib.PolygonHandle,"invokeStep/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",none,1,4,0,[1. 4. 0.],[0.]
1063,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonHandle.java,CH.ifa.draw.contrib.PolygonHandle,myOwner/0,none,1,3,0,[1. 3. 0.],[0.]
1064,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonHandle.java,CH.ifa.draw.contrib.PolygonHandle,"createUndoActivity/2[CH.ifa.draw.framework.DrawingView,int]",none,1,3,0,[1. 3. 0.],[0.]
1065,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonHandle.java,CH.ifa.draw.contrib.PolygonHandle,"invokeStart/3[int,int,CH.ifa.draw.framework.DrawingView]",none,1,5,0,[1. 5. 0.],[0.]
1066,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonHandle.java,CH.ifa.draw.contrib.PolygonHandle,"PolygonHandle/3[CH.ifa.draw.contrib.PolygonFigure,CH.ifa.draw.framework.Locator,int]",none,1,5,0,[1. 5. 0.],[0.]
1067,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonHandle.java,CH.ifa.draw.contrib.PolygonHandle,"invokeEnd/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",none,3,6,1,[3. 6. 1.],[0.]
1068,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonHandle.java,CH.ifa.draw.contrib.PolygonHandle,locate/0,none,1,3,0,[1. 3. 0.],[0.]
1069,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,UndoableTool/1[CH.ifa.draw.framework.Tool],none,1,5,0,[1. 5. 0.],[0.]
1070,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,addToolListener/1[CH.ifa.draw.framework.ToolListener],none,1,3,0,[1. 3. 0.],[0.]
1071,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,setUsable/1[boolean],none,1,3,0,[1. 3. 0.],[0.]
1072,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,setEnabled/1[boolean],none,1,3,0,[1. 3. 0.],[0.]
1073,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,getUndoActivity/0,none,1,3,0,[1. 3. 0.],[0.]
1074,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,"mouseDown/3[java.awt.event.MouseEvent,int,int]",none,1,3,0,[1. 3. 0.],[0.]
1075,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,removeToolListener/1[CH.ifa.draw.framework.ToolListener],none,1,3,0,[1. 3. 0.],[0.]
1076,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,toolUsable/1[java.util.EventObject],none,1,3,0,[1. 3. 0.],[0.]
1077,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,toolActivated/1[java.util.EventObject],none,1,3,0,[1. 3. 0.],[0.]
1078,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,toolUnusable/1[java.util.EventObject],none,1,3,0,[1. 3. 0.],[0.]
1079,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,editor/0,none,1,3,0,[1. 3. 0.],[0.]
1080,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,view/0,none,1,3,0,[1. 3. 0.],[0.]
1081,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,getWrappedTool/0,none,1,3,0,[1. 3. 0.],[0.]
1082,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,deactivate/0,none,3,9,1,[3. 9. 1.],[0.]
1083,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,toolEnabled/1[java.util.EventObject],none,1,3,0,[1. 3. 0.],[0.]
1084,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,"mouseMove/3[java.awt.event.MouseEvent,int,int]",none,1,3,0,[1. 3. 0.],[0.]
1085,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,"mouseUp/3[java.awt.event.MouseEvent,int,int]",none,1,3,0,[1. 3. 0.],[0.]
1086,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,isEnabled/0,none,1,3,0,[1. 3. 0.],[0.]
1087,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,isUsable/0,none,1,3,0,[1. 3. 0.],[0.]
1088,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,toolDeactivated/1[java.util.EventObject],none,1,3,0,[1. 3. 0.],[0.]
1089,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,"mouseDrag/3[java.awt.event.MouseEvent,int,int]",none,1,3,0,[1. 3. 0.],[0.]
1090,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,setUndoActivity/1[CH.ifa.draw.util.Undoable],none,1,2,0,[1. 2. 0.],[0.]
1091,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,getEventDispatcher/0,none,1,3,0,[1. 3. 0.],[0.]
1092,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,isActive/0,none,2,3,0,[2. 3. 0.],[0.]
1093,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,setWrappedTool/1[CH.ifa.draw.framework.Tool],none,1,3,0,[1. 3. 0.],[0.]
1094,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,activate/0,none,1,3,0,[1. 3. 0.],[0.]
1095,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,"keyDown/2[java.awt.event.KeyEvent,int]",none,1,3,0,[1. 3. 0.],[0.]
1096,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,toolDisabled/1[java.util.EventObject],none,1,3,0,[1. 3. 0.],[0.]
1097,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,setEventDispatcher/1[CH.ifa.draw.standard.AbstractTool.EventDispatcher],none,1,3,0,[1. 3. 0.],[0.]
1098,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableTool.java,CH.ifa.draw.util.UndoableTool,createEventDispatcher/0,none,1,3,0,[1. 3. 0.],[0.]
1099,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\DragNDropTool.java,CH.ifa.draw.contrib.DragNDropTool$MyTransferable,MyTransferable/1[java.lang.Object],none,1,3,0,[1. 3. 0.],[0.]
1100,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\DragNDropTool.java,CH.ifa.draw.contrib.DragNDropTool$MyTransferable,isDataFlavorSupported/1[java.awt.datatransfer.DataFlavor],none,2,4,1,[2. 4. 1.],[0.]
1101,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\DragNDropTool.java,CH.ifa.draw.contrib.DragNDropTool$MyTransferable,getTransferDataFlavors/0,none,1,3,0,[1. 3. 0.],[0.]
1102,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\DragNDropTool.java,CH.ifa.draw.contrib.DragNDropTool$MyTransferable,getTransferData/1[java.awt.datatransfer.DataFlavor],none,2,4,1,[2. 4. 1.],[0.]
1103,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonScaleHandle.java,CH.ifa.draw.contrib.PolygonScaleHandle$UndoActivity,UndoActivity/1[CH.ifa.draw.framework.DrawingView],none,1,5,0,[1. 5. 0.],[0.]
1104,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonScaleHandle.java,CH.ifa.draw.contrib.PolygonScaleHandle$UndoActivity,setPolygon/1[java.awt.Polygon],none,1,3,0,[1. 3. 0.],[0.]
1105,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonScaleHandle.java,CH.ifa.draw.contrib.PolygonScaleHandle$UndoActivity,resetPolygon/0,none,2,13,1,[ 2. 13.  1.],[0.]
1106,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonScaleHandle.java,CH.ifa.draw.contrib.PolygonScaleHandle$UndoActivity,getPolygon/0,none,1,3,0,[1. 3. 0.],[0.]
1107,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonScaleHandle.java,CH.ifa.draw.contrib.PolygonScaleHandle$UndoActivity,redo/0,none,2,6,1,[2. 6. 1.],[0.]
1108,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonScaleHandle.java,CH.ifa.draw.contrib.PolygonScaleHandle$UndoActivity,undo/0,none,2,6,1,[2. 6. 1.],[0.]
1109,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,_makeSouthwest/1[java.awt.geom.Rectangle2D],none,1,3,0,[1. 3. 0.],[0.]
1110,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,QuadTree/0,none,1,2,0,[1. 2. 0.],[0.]
1111,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,_makeNorthwest/1[java.awt.geom.Rectangle2D],none,1,3,0,[1. 3. 0.],[0.]
1112,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,_makeSoutheast/1[java.awt.geom.Rectangle2D],none,1,3,0,[1. 3. 0.],[0.]
1113,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,getAbsoluteBoundingRectangle2D/0,none,1,3,0,[1. 3. 0.],[0.]
1114,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,QuadTree/1[java.awt.geom.Rectangle2D],none,1,3,0,[1. 3. 0.],[0.]
1115,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,clear/0,none,2,10,1,[ 2. 10.  1.],[0.]
1116,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,"_init/2[int,java.awt.geom.Rectangle2D]",none,2,10,1,[ 2. 10.  1.],[0.]
1117,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,getAllWithin/1[java.awt.geom.Rectangle2D],minor,7,26,3,[ 7. 26.  3.],[0.]
1118,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,_makeNortheast/1[java.awt.geom.Rectangle2D],none,1,3,0,[1. 3. 0.],[0.]
1119,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,remove/1[java.lang.Object],minor,8,29,2,[ 8. 29.  3.],[1.]
1120,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,getAll/0,none,2,12,1,[ 2. 12.  1.],[0.]
1121,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,"QuadTree/2[int,java.awt.geom.Rectangle2D]",none,1,3,0,[1. 3. 0.],[0.]
1122,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,"add/2[java.lang.Object,java.awt.geom.Rectangle2D]",none,13,48,2,[13. 47.  2.],[1.]
1123,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\QuadTree.java,CH.ifa.draw.standard.QuadTree,getMaxTreeDepth/0,none,1,3,0,[1. 3. 0.],[0.]
1124,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ConnectedTextTool.java,CH.ifa.draw.figures.ConnectedTextTool,"mouseDown/3[java.awt.event.MouseEvent,int,int]",none,5,10,1,[ 5. 10.  1.],[0.]
1125,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ConnectedTextTool.java,CH.ifa.draw.figures.ConnectedTextTool,activate/0,none,1,4,0,[1. 4. 0.],[0.]
1126,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ConnectedTextTool.java,CH.ifa.draw.figures.ConnectedTextTool,createUndoActivity/0,none,1,3,0,[1. 3. 0.],[0.]
1127,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ConnectedTextTool.java,CH.ifa.draw.figures.ConnectedTextTool,"ConnectedTextTool/2[CH.ifa.draw.framework.DrawingEditor,CH.ifa.draw.framework.Figure]",none,1,3,0,[1. 3. 0.],[0.]
1128,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\PasteCommand.java,CH.ifa.draw.standard.PasteCommand$UndoActivity,undo/0,none,3,11,1,[ 3. 11.  1.],[0.]
1129,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\PasteCommand.java,CH.ifa.draw.standard.PasteCommand$UndoActivity,UndoActivity/1[CH.ifa.draw.framework.DrawingView],none,1,5,0,[1. 5. 0.],[0.]
1130,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\PasteCommand.java,CH.ifa.draw.standard.PasteCommand$UndoActivity,redo/0,none,2,8,1,[2. 8. 1.],[0.]
1131,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\RadiusHandle.java,CH.ifa.draw.figures.RadiusHandle$UndoActivity,UndoActivity/1[CH.ifa.draw.framework.DrawingView],none,1,5,0,[1. 5. 0.],[0.]
1132,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\RadiusHandle.java,CH.ifa.draw.figures.RadiusHandle$UndoActivity,undo/0,none,2,6,1,[2. 6. 1.],[0.]
1133,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\RadiusHandle.java,CH.ifa.draw.figures.RadiusHandle$UndoActivity,getOldRadius/0,none,1,3,0,[1. 3. 0.],[0.]
1134,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\RadiusHandle.java,CH.ifa.draw.figures.RadiusHandle$UndoActivity,redo/0,none,2,6,1,[2. 6. 1.],[0.]
1135,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\RadiusHandle.java,CH.ifa.draw.figures.RadiusHandle$UndoActivity,setOldRadius/1[java.awt.Point],none,1,3,0,[1. 3. 0.],[0.]
1136,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\RadiusHandle.java,CH.ifa.draw.figures.RadiusHandle$UndoActivity,resetRadius/0,none,2,11,1,[ 2. 11.  1.],[0.]
1137,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\SerializationStorageFormat.java,CH.ifa.draw.util.SerializationStorageFormat,createFileDescription/0,none,1,3,0,[1. 3. 0.],[0.]
1138,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\SerializationStorageFormat.java,CH.ifa.draw.util.SerializationStorageFormat,createFileExtension/0,none,1,3,0,[1. 3. 0.],[0.]
1139,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\SerializationStorageFormat.java,CH.ifa.draw.util.SerializationStorageFormat,restore/1[java.lang.String],none,2,10,1,[ 2. 10.  1.],[0.]
1140,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\SerializationStorageFormat.java,CH.ifa.draw.util.SerializationStorageFormat,SerializationStorageFormat/0,none,1,3,0,[1. 3. 0.],[0.]
1141,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\SerializationStorageFormat.java,CH.ifa.draw.util.SerializationStorageFormat,"store/2[java.lang.String,CH.ifa.draw.framework.Drawing]",none,1,7,0,[1. 7. 0.],[0.]
1142,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ActionTool.java,CH.ifa.draw.standard.ActionTool,"mouseUp/3[java.awt.event.MouseEvent,int,int]",none,1,3,0,[1. 3. 0.],[0.]
1143,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ActionTool.java,CH.ifa.draw.standard.ActionTool,"mouseDown/3[java.awt.event.MouseEvent,int,int]",none,2,7,1,[2. 7. 1.],[0.]
1144,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ActionTool.java,CH.ifa.draw.standard.ActionTool,action/1[CH.ifa.draw.framework.Figure],none,1,1,0,[1. 2. 0.],[1.]
1145,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ActionTool.java,CH.ifa.draw.standard.ActionTool,ActionTool/1[CH.ifa.draw.framework.DrawingEditor],none,1,3,0,[1. 3. 0.],[0.]
1146,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\applet\DrawApplet.java,CH.ifa.draw.applet.SleeperThread,run/0,none,3,11,2,[ 3. 11.  2.],[0.]
1147,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\applet\DrawApplet.java,CH.ifa.draw.applet.SleeperThread,SleeperThread/1[javax.swing.JApplet],none,1,3,0,[1. 3. 0.],[0.]
1148,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\ColorMap.java,CH.ifa.draw.util.ColorMap,colorIndex/1[java.awt.Color],none,3,8,2,[3. 8. 2.],[0.]
1149,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\ColorMap.java,CH.ifa.draw.util.ColorMap,isTransparent/1[java.awt.Color],none,1,3,0,[1. 3. 0.],[0.]
1150,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\ColorMap.java,CH.ifa.draw.util.ColorMap,size/0,none,1,3,0,[1. 3. 0.],[0.]
1151,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\ColorMap.java,CH.ifa.draw.util.ColorMap,color/1[int],none,3,6,1,[3. 6. 1.],[0.]
1152,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\ColorMap.java,CH.ifa.draw.util.ColorMap,color/1[java.lang.String],none,3,8,2,[3. 8. 2.],[0.]
1153,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\ColorMap.java,CH.ifa.draw.util.ColorMap,name/1[int],none,3,6,1,[3. 6. 1.],[0.]
1154,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\InsertImageCommand.java,CH.ifa.draw.figures.InsertImageCommand$UndoActivity,"UndoActivity/2[CH.ifa.draw.framework.DrawingView,java.lang.String]",none,1,6,0,[1. 6. 0.],[0.]
1155,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\InsertImageCommand.java,CH.ifa.draw.figures.InsertImageCommand$UndoActivity,getImageFigure/0,none,3,7,1,[3. 7. 1.],[0.]
1156,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\InsertImageCommand.java,CH.ifa.draw.figures.InsertImageCommand$UndoActivity,insertImage/0,none,1,5,0,[1. 5. 0.],[0.]
1157,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\InsertImageCommand.java,CH.ifa.draw.figures.InsertImageCommand$UndoActivity,setImageFigure/1[CH.ifa.draw.figures.ImageFigure],none,1,3,0,[1. 3. 0.],[0.]
1158,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\InsertImageCommand.java,CH.ifa.draw.figures.InsertImageCommand$UndoActivity,undo/0,none,2,8,1,[2. 8. 1.],[0.]
1159,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\InsertImageCommand.java,CH.ifa.draw.figures.InsertImageCommand$UndoActivity,redo/0,none,2,7,1,[2. 7. 1.],[0.]
1160,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\Handle.java,CH.ifa.draw.framework.Handle,displayBox/0,none,1,1,0,[1. 2. 0.],[1.]
