,file,class,method,Predicted_Values,wmc,loc,maxNestedBlocksQty,Predicted_Metrics,Euclidean_dist
108,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BoxHandleKit.java,CH.ifa.draw.standard.ResizeHandle$UndoActivity,setOldDisplayBox/1[java.awt.Rectangle],none,1,3,0,[1. 3. 0.],[0.]
109,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BoxHandleKit.java,CH.ifa.draw.standard.ResizeHandle$UndoActivity,getOldDisplayBox/0,none,1,3,0,[1. 3. 0.],[0.]
110,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\WindowMenu.java,CH.ifa.draw.contrib.WindowMenu,"WindowMenu/3[java.lang.String,CH.ifa.draw.contrib.MDIDesktopPane,CH.ifa.draw.framework.DrawingEditor]",minor,1,33,0,[ 1. 33.  0.],[0.]
111,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\WindowMenu.java,CH.ifa.draw.contrib.WindowMenu,buildChildMenus/0,minor,3,28,1,[ 3. 29.  1.],[1.]
112,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\InsertImageCommand.java,CH.ifa.draw.figures.InsertImageCommand,execute/0,none,1,6,0,[1. 6. 0.],[0.]
113,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\InsertImageCommand.java,CH.ifa.draw.figures.InsertImageCommand,createUndoActivity/0,none,1,3,0,[1. 3. 0.],[0.]
114,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\InsertImageCommand.java,CH.ifa.draw.figures.InsertImageCommand,"InsertImageCommand/3[java.lang.String,java.lang.String,CH.ifa.draw.framework.DrawingEditor]",none,1,4,0,[1. 4. 0.],[0.]
115,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\FastBufferedUpdateStrategy.java,CH.ifa.draw.standard.FastBufferedUpdateStrategy,FastBufferedUpdateStrategy/0,none,1,2,0,[1. 2. 0.],[0.]
116,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\FastBufferedUpdateStrategy.java,CH.ifa.draw.standard.FastBufferedUpdateStrategy,"draw/2[java.awt.Graphics,CH.ifa.draw.framework.DrawingView]",minor,6,37,2,[ 6. 37.  2.],[0.]
117,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\FastBufferedUpdateStrategy.java,CH.ifa.draw.standard.FastBufferedUpdateStrategy,_checkCaches/1[CH.ifa.draw.framework.DrawingView],none,7,15,1,[ 7. 15.  1.],[0.]
118,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\SplitPaneDrawApplication.java,CH.ifa.draw.contrib.SplitPaneDrawApplication,setRightComponent/1[javax.swing.JComponent],none,1,3,0,[1. 3. 0.],[0.]
119,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\SplitPaneDrawApplication.java,CH.ifa.draw.contrib.SplitPaneDrawApplication,SplitPaneDrawApplication/0,none,1,3,0,[1. 3. 0.],[0.]
120,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\SplitPaneDrawApplication.java,CH.ifa.draw.contrib.SplitPaneDrawApplication,createLeftComponent/1[CH.ifa.draw.framework.DrawingView],none,1,3,0,[1. 3. 0.],[0.]
121,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\SplitPaneDrawApplication.java,CH.ifa.draw.contrib.SplitPaneDrawApplication,setLeftComponent/1[javax.swing.JComponent],none,1,3,0,[1. 3. 0.],[0.]
122,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\SplitPaneDrawApplication.java,CH.ifa.draw.contrib.SplitPaneDrawApplication,createRightComponent/1[CH.ifa.draw.framework.DrawingView],none,1,3,0,[1. 3. 0.],[0.]
123,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\SplitPaneDrawApplication.java,CH.ifa.draw.contrib.SplitPaneDrawApplication,SplitPaneDrawApplication/1[java.lang.String],none,1,3,0,[1. 3. 0.],[0.]
124,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\SplitPaneDrawApplication.java,CH.ifa.draw.contrib.SplitPaneDrawApplication,createContents/1[CH.ifa.draw.framework.DrawingView],none,5,16,1,[ 5. 16.  1.],[0.]
125,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\SplitPaneDrawApplication.java,CH.ifa.draw.contrib.SplitPaneDrawApplication,getLeftComponent/0,none,1,3,0,[1. 3. 0.],[0.]
126,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\SplitPaneDrawApplication.java,CH.ifa.draw.contrib.SplitPaneDrawApplication,getRightComponent/0,none,1,3,0,[1. 3. 0.],[0.]
127,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\SplitPaneDrawApplication.java,CH.ifa.draw.contrib.SplitPaneDrawApplication,createSplitPane/1[CH.ifa.draw.framework.DrawingView],none,1,6,0,[1. 6. 0.],[0.]
128,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Clipboard.java,CH.ifa.draw.util.Clipboard,Clipboard/0,none,1,2,0,[1. 2. 0.],[0.]
129,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Clipboard.java,CH.ifa.draw.util.Clipboard,getClipboard/0,none,1,3,0,[1. 3. 0.],[0.]
130,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Clipboard.java,CH.ifa.draw.util.Clipboard,setContents/1[java.lang.Object],none,1,3,0,[1. 3. 0.],[0.]
131,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Clipboard.java,CH.ifa.draw.util.Clipboard,getContents/0,none,1,3,0,[1. 3. 0.],[0.]
132,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorableInput.java,CH.ifa.draw.util.StorableInput,readColor/0,none,1,3,0,[1. 3. 0.],[0.]
133,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorableInput.java,CH.ifa.draw.util.StorableInput,readInt/0,none,2,10,1,[ 2. 10.  1.],[0.]
134,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorableInput.java,CH.ifa.draw.util.StorableInput,makeInstance/1[java.lang.String],none,5,18,1,[ 5. 19.  1.],[1.]
135,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorableInput.java,CH.ifa.draw.util.StorableInput,retrieve/1[int],none,1,3,0,[1. 3. 0.],[0.]
136,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorableInput.java,CH.ifa.draw.util.StorableInput,StorableInput/1[java.io.InputStream],none,1,6,0,[1. 6. 0.],[0.]
137,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorableInput.java,CH.ifa.draw.util.StorableInput,map/1[CH.ifa.draw.util.Storable],none,2,5,1,[2. 5. 1.],[0.]
138,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorableInput.java,CH.ifa.draw.util.StorableInput,readDouble/0,none,2,8,1,[2. 8. 1.],[0.]
139,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorableInput.java,CH.ifa.draw.util.StorableInput,readStorable/0,none,3,15,1,[ 3. 15.  1.],[0.]
140,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorableInput.java,CH.ifa.draw.util.StorableInput,readString/0,none,3,8,1,[3. 8. 1.],[0.]
141,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\StorableInput.java,CH.ifa.draw.util.StorableInput,readBoolean/0,none,2,8,1,[2. 8. 1.],[0.]
142,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,write/1[CH.ifa.draw.util.StorableOutput],none,2,13,1,[ 2. 13.  1.],[0.]
143,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,setFrameColor/1[java.awt.Color],none,1,3,0,[1. 3. 0.],[0.]
144,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,pointCount/0,none,1,3,0,[1. 3. 0.],[0.]
145,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,draw/1[java.awt.Graphics],none,2,10,1,[ 2. 10.  1.],[0.]
146,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"basicDisplayBox/2[java.awt.Point,java.awt.Point]",none,1,2,0,[1. 2. 0.],[0.]
147,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,getFrameColor/0,none,1,3,0,[1. 3. 0.],[0.]
148,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,decorate/1[java.awt.Graphics],none,3,12,1,[ 3. 12.  1.],[0.]
149,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"setPointAt/2[java.awt.Point,int]",none,1,5,0,[1. 5. 0.],[0.]
150,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,setEndDecoration/1[CH.ifa.draw.figures.LineDecoration],none,1,3,0,[1. 3. 0.],[0.]
151,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"addPoint/2[int,int]",none,1,4,0,[1. 4. 0.],[0.]
152,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,points/0,none,1,3,0,[1. 3. 0.],[0.]
153,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"drawLine/5[java.awt.Graphics,int,int,int,int]",none,1,3,0,[1. 3. 0.],[0.]
154,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"containsPoint/2[int,int]",none,4,16,2,[ 4. 16.  2.],[0.]
155,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"joinSegments/2[int,int]",none,3,10,2,[ 3. 10.  2.],[0.]
156,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,locator/1[int],none,1,3,0,[1. 3. 0.],[0.]
157,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,PolyLineFigure/0,none,1,3,0,[1. 3. 0.],[0.]
158,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,getAttribute/1[java.lang.String],none,5,16,2,[ 5. 16.  2.],[0.]
159,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,handles/0,none,2,7,1,[2. 7. 1.],[0.]
160,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"connectorAt/2[int,int]",none,1,3,0,[1. 3. 0.],[0.]
161,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"findSegment/2[int,int]",none,3,11,2,[ 3. 11.  2.],[0.]
162,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"PolyLineFigure/2[int,int]",none,1,4,0,[1. 4. 0.],[0.]
163,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"splitSegment/2[int,int]",none,2,7,1,[2. 7. 1.],[0.]
164,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,getStartDecoration/0,none,1,3,0,[1. 3. 0.],[0.]
165,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,isEmpty/0,none,3,3,0,[3. 3. 0.],[0.]
166,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,displayBox/0,none,2,8,1,[2. 8. 1.],[0.]
167,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"insertPointAt/2[java.awt.Point,int]",none,1,4,0,[1. 4. 0.],[0.]
168,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,setStartDecoration/1[CH.ifa.draw.figures.LineDecoration],none,1,3,0,[1. 3. 0.],[0.]
169,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"setAttribute/2[java.lang.String,java.lang.Object]",minor,8,28,3,[ 8. 29.  3.],[1.]
170,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"basicMoveBy/2[int,int]",none,2,6,1,[2. 6. 1.],[0.]
171,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,removePointAt/1[int],none,1,5,0,[1. 5. 0.],[0.]
172,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,PolyLineFigure/1[int],none,1,3,0,[1. 3. 0.],[0.]
173,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,pointAt/1[int],none,1,3,0,[1. 3. 0.],[0.]
174,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,read/1[CH.ifa.draw.util.StorableInput],none,2,13,1,[ 2. 13.  1.],[0.]
175,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,getEndDecoration/0,none,1,3,0,[1. 3. 0.],[0.]
176,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DuplicateCommand.java,CH.ifa.draw.standard.DuplicateCommand,"DuplicateCommand/2[java.lang.String,CH.ifa.draw.framework.DrawingEditor]",none,1,3,0,[1. 3. 0.],[0.]
177,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DuplicateCommand.java,CH.ifa.draw.standard.DuplicateCommand,isExecutableWithView/0,none,2,3,0,[2. 3. 0.],[0.]
178,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DuplicateCommand.java,CH.ifa.draw.standard.DuplicateCommand,execute/0,none,1,10,0,[ 1. 10.  0.],[0.]
179,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DuplicateCommand.java,CH.ifa.draw.standard.DuplicateCommand,createUndoActivity/0,none,1,3,0,[1. 3. 0.],[0.]
180,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,getAttribute/1[java.lang.String],none,1,3,0,[1. 3. 0.],[0.]
181,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,readObject/1[java.io.ObjectInputStream],none,1,4,0,[1. 4. 0.],[0.]
182,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,canConnect/0,none,1,3,0,[1. 3. 0.],[0.]
183,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,draw/1[java.awt.Graphics],none,1,3,0,[1. 3. 0.],[0.]
184,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,"moveBy/2[int,int]",none,1,3,0,[1. 3. 0.],[0.]
185,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,figureRemoved/1[CH.ifa.draw.framework.FigureChangeEvent],none,1,2,0,[1. 2. 0.],[0.]
186,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,initialize/0,none,1,2,0,[1. 2. 0.],[0.]
187,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,connectorVisibility/1[boolean],none,1,3,0,[1. 3. 0.],[0.]
188,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,getDecoratedFigure/0,none,1,3,0,[1. 3. 0.],[0.]
189,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,DecoratorFigure/0,none,1,3,0,[1. 3. 0.],[0.]
190,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,release/0,none,1,5,0,[1. 5. 0.],[0.]
191,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,"containsPoint/2[int,int]",none,1,3,0,[1. 3. 0.],[0.]
192,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,figures/0,none,1,3,0,[1. 3. 0.],[0.]
193,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,figureRequestUpdate/1[CH.ifa.draw.framework.FigureChangeEvent],none,2,5,1,[2. 5. 1.],[0.]
194,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,"basicDisplayBox/2[java.awt.Point,java.awt.Point]",none,1,3,0,[1. 3. 0.],[0.]
195,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,handles/0,none,1,3,0,[1. 3. 0.],[0.]
196,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,includes/1[CH.ifa.draw.framework.Figure],none,1,3,0,[1. 3. 0.],[0.]
197,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,figureChanged/1[CH.ifa.draw.framework.FigureChangeEvent],none,1,2,0,[1. 2. 0.],[0.]
198,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,decorate/1[CH.ifa.draw.framework.Figure],none,1,4,0,[1. 4. 0.],[0.]
199,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,DecoratorFigure/1[CH.ifa.draw.framework.Figure],none,1,4,0,[1. 4. 0.],[0.]
200,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,"findFigureInside/2[int,int]",none,1,3,0,[1. 3. 0.],[0.]
201,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,connectionInsets/0,none,1,3,0,[1. 3. 0.],[0.]
202,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,figureInvalidated/1[CH.ifa.draw.framework.FigureChangeEvent],none,2,5,1,[2. 5. 1.],[0.]
203,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,displayBox/0,none,1,3,0,[1. 3. 0.],[0.]
204,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,"setAttribute/2[java.lang.String,java.lang.Object]",none,1,3,0,[1. 3. 0.],[0.]
205,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,"basicMoveBy/2[int,int]",none,1,2,0,[1. 2. 0.],[0.]
206,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,decompose/0,none,1,3,0,[1. 3. 0.],[0.]
207,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,read/1[CH.ifa.draw.util.StorableInput],none,1,4,0,[1. 4. 0.],[0.]
208,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,write/1[CH.ifa.draw.util.StorableOutput],none,1,4,0,[1. 4. 0.],[0.]
209,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,figureRequestRemove/1[CH.ifa.draw.framework.FigureChangeEvent],none,2,5,1,[2. 5. 1.],[0.]
210,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,peelDecoration/0,none,1,4,0,[1. 4. 0.],[0.]
211,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,connectedTextLocator/1[CH.ifa.draw.framework.Figure],none,1,3,0,[1. 3. 0.],[0.]
212,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,"connectorAt/2[int,int]",none,1,3,0,[1. 3. 0.],[0.]
213,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SendToBackCommand.java,CH.ifa.draw.standard.SendToBackCommand,"SendToBackCommand/2[java.lang.String,CH.ifa.draw.framework.DrawingEditor]",none,1,3,0,[1. 3. 0.],[0.]
