,file,class,method,Predicted_Values,Predicted_Index,wmc,loc,maxNestedBlocksQty,Predicted_Metrics,Euclidean_dist
309,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\controller\DrawingController.java,controller.DrawingController,bringToBack/0,none,866,2,8,2,[2. 8. 2.],[0.]
310,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\controller\DrawingController.java,controller.DrawingController,addPropertyChangedListener/1[java.beans.PropertyChangeListener],none,0,1,3,0,[1. 3. 0.],[0.]
311,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\model\DrawingModel.java,model.DrawingModel,removeMultiple/1[java.util.ArrayList<shapes.Shape>],none,0,1,3,0,[1. 3. 0.],[0.]
312,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\model\DrawingModel.java,model.DrawingModel,getIndexOf/1[shapes.Shape],none,0,1,3,0,[1. 3. 0.],[0.]
313,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\model\DrawingModel.java,model.DrawingModel,removeAtIndex/1[int],none,0,1,3,0,[1. 3. 0.],[0.]
314,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\model\DrawingModel.java,model.DrawingModel,remove/1[shapes.Shape],none,0,1,3,0,[1. 3. 0.],[0.]
315,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\model\DrawingModel.java,model.DrawingModel,getByIndex/1[int],none,0,1,3,0,[1. 3. 0.],[0.]
316,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\model\DrawingModel.java,model.DrawingModel,DrawingModel/0,none,0,1,3,0,[1. 3. 0.],[0.]
317,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\model\DrawingModel.java,model.DrawingModel,removeAll/0,none,0,1,3,0,[1. 3. 0.],[0.]
318,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\model\DrawingModel.java,model.DrawingModel,"addToIndex/2[int,shapes.Shape]",none,0,1,3,0,[1. 3. 0.],[0.]
319,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\model\DrawingModel.java,model.DrawingModel,getAll/0,none,0,1,3,0,[1. 3. 0.],[0.]
320,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\model\DrawingModel.java,model.DrawingModel,add/1[shapes.Shape],none,0,1,3,0,[1. 3. 0.],[0.]
321,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\model\DrawingModel.java,model.DrawingModel,addMultiple/1[java.util.ArrayList<shapes.Shape>],none,0,1,3,0,[1. 3. 0.],[0.]
322,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\strategy\FilePicture.java,strategy.FilePicture,save/1[java.io.File],none,108,2,11,1,[ 2. 11.  1.],[0.]
323,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\strategy\FilePicture.java,strategy.FilePicture,open/1[java.io.File],none,78,1,2,0,[1. 2. 0.],[0.]
324,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\strategy\FilePicture.java,strategy.FilePicture,FilePicture/1[frame.DrawingFrame],none,0,1,3,0,[1. 3. 0.],[0.]
325,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\commands\CmdAddShape.java,commands.CmdAddShape,execute/0,none,0,1,3,0,[1. 3. 0.],[0.]
326,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\commands\CmdAddShape.java,commands.CmdAddShape,"CmdAddShape/2[shapes.Shape,model.DrawingModel]",none,1,1,4,0,[1. 4. 0.],[0.]
327,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\commands\CmdAddShape.java,commands.CmdAddShape,unexecute/0,none,0,1,3,0,[1. 3. 0.],[0.]
328,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgRectangle.java,dialogs.DlgRectangle,getRectangleWidth/0,none,0,1,3,0,[1. 3. 0.],[0.]
329,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgRectangle.java,dialogs.DlgRectangle,DlgRectangle/0,critical,23,1,187,2,[ 56. 171.   5.],[57.3585216]
330,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgRectangle.java,dialogs.DlgRectangle,getRectangleHeight/0,none,0,1,3,0,[1. 3. 0.],[0.]
331,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgRectangle.java,dialogs.DlgRectangle,getEdgeColor/0,none,0,1,3,0,[1. 3. 0.],[0.]
332,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgRectangle.java,dialogs.DlgRectangle,getYcoordinate/0,none,0,1,3,0,[1. 3. 0.],[0.]
333,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgRectangle.java,dialogs.DlgRectangle,"fillUp/3[shapes.Rectangle,int,int]",none,566,3,14,2,[ 3. 14.  2.],[0.]
334,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgRectangle.java,dialogs.DlgRectangle,main/1[java.lang.String[]],none,34,2,10,1,[ 2. 10.  1.],[0.]
335,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgRectangle.java,dialogs.DlgRectangle,getXcoordinate/0,none,0,1,3,0,[1. 3. 0.],[0.]
336,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgRectangle.java,dialogs.DlgRectangle,isConfirmed/0,none,0,1,3,0,[1. 3. 0.],[0.]
337,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgRectangle.java,dialogs.DlgRectangle,getInteriorColor/0,none,0,1,3,0,[1. 3. 0.],[0.]
338,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgRectangle.java,dialogs.DlgRectangle,deleteButtons/0,none,1,1,4,0,[1. 4. 0.],[0.]
339,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgRectangle.java,dialogs.DlgRectangle,"write/4[int,int,int,int]",none,4,1,8,0,[1. 8. 0.],[0.]
340,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\view\DrawingView.java,view.DrawingView,setModel/1[model.DrawingModel],none,0,1,3,0,[1. 3. 0.],[0.]
341,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\view\DrawingView.java,view.DrawingView,DrawingView/0,none,78,1,2,0,[1. 2. 0.],[0.]
342,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\view\DrawingView.java,view.DrawingView,paint/1[java.awt.Graphics],none,375,3,7,2,[3. 7. 2.],[0.]
343,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\shapes\Movable.java,shapes.Movable,"moveTo/2[int,int]",none,78,1,1,0,[1. 2. 0.],[1.]
344,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\frame\DrawingFrame.java,frame.DrawingFrame$Anonymous2,mouseClicked/1[java.awt.event.MouseEvent],none,185,4,8,3,[4. 8. 2.],[1.]
345,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\frame\DrawingFrame.java,frame.DrawingFrame$Anonymous1,mouseClicked/1[java.awt.event.MouseEvent],none,563,2,4,1,[2. 4. 1.],[0.]
346,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\frame\DrawingFrame.java,frame.DrawingFrame$Anonymous4,mouseClicked/1[java.awt.event.MouseEvent],none,0,1,3,0,[1. 3. 0.],[0.]
347,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\frame\DrawingFrame.java,frame.DrawingFrame$Anonymous3,mouseClicked/1[java.awt.event.MouseEvent],none,0,1,3,0,[1. 3. 0.],[0.]
348,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\commands\CmdToFront.java,commands.CmdToFront,"CmdToFront/2[model.DrawingModel,shapes.Shape]",none,1,1,4,0,[1. 4. 0.],[0.]
349,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\commands\CmdToFront.java,commands.CmdToFront,execute/0,none,15,1,5,0,[1. 5. 0.],[0.]
350,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\commands\CmdToFront.java,commands.CmdToFront,unexecute/0,none,1,1,4,0,[1. 4. 0.],[0.]
351,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\frame\DrawingFrame.java,frame.DrawingFrame$Anonymous6,mouseClicked/1[java.awt.event.MouseEvent],none,0,1,3,0,[1. 3. 0.],[0.]
352,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\frame\DrawingFrame.java,frame.DrawingFrame$Anonymous5,mouseClicked/1[java.awt.event.MouseEvent],none,0,1,3,0,[1. 3. 0.],[0.]
353,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\frame\DrawingFrame.java,frame.DrawingFrame$Anonymous8,mouseClicked/1[java.awt.event.MouseEvent],none,0,1,3,0,[1. 3. 0.],[0.]
354,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\frame\DrawingFrame.java,frame.DrawingFrame$Anonymous7,mouseClicked/1[java.awt.event.MouseEvent],none,0,1,3,0,[1. 3. 0.],[0.]
355,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\shapes\Shape.java,shapes.Shape,"containsClick/2[int,int]",none,78,1,1,0,[1. 2. 0.],[1.]
356,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\shapes\Shape.java,shapes.Shape,setSelected/1[boolean],none,0,1,3,0,[1. 3. 0.],[0.]
357,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\shapes\Shape.java,shapes.Shape,setColor/1[java.awt.Color],none,0,1,3,0,[1. 3. 0.],[0.]
358,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\shapes\Shape.java,shapes.Shape,draw/1[java.awt.Graphics],none,78,1,1,0,[1. 2. 0.],[1.]
359,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\shapes\Shape.java,shapes.Shape,Shape/0,none,78,1,2,0,[1. 2. 0.],[0.]
360,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\shapes\Shape.java,shapes.Shape,selected/1[java.awt.Graphics],none,78,1,1,0,[1. 2. 0.],[1.]
361,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\shapes\Shape.java,shapes.Shape,isSelected/0,none,0,1,3,0,[1. 3. 0.],[0.]
362,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\shapes\Shape.java,shapes.Shape,getColor/0,none,0,1,3,0,[1. 3. 0.],[0.]
363,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgLogParser.java,dialogs.DlgLogParser,main/1[java.lang.String[]],none,34,2,10,1,[ 2. 10.  1.],[0.]
364,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgLogParser.java,dialogs.DlgLogParser,addCommand/1[java.lang.String],none,0,1,3,0,[1. 3. 0.],[0.]
365,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgLogParser.java,dialogs.DlgLogParser,DlgLogParser/0,major,552,1,55,2,[ 1. 56.  0.],[2.23606798]
366,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgLogParser.java,dialogs.DlgLogParser,setFileLog/1[strategy.FileLog],none,0,1,3,0,[1. 3. 0.],[0.]
367,D:\Masters\OOD\Object-Oriented-Design-Project\Design_Patterns_Paint-master\src\dialogs\DlgLogParser.java,dialogs.DlgLogParser,closeDialog/0,none,0,1,3,0,[1. 3. 0.],[0.]
