file,class,method,variable,usage
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\javadraw\Animator.java,CH.ifa.draw.samples.javadraw.Animator,"Animator/2[CH.ifa.draw.util.Animatable,CH.ifa.draw.framework.DrawingView]",fView,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonScaleHandle.java,CH.ifa.draw.contrib.PolygonScaleHandle,"invokeEnd/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",fCurrent,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonScaleHandle.java,CH.ifa.draw.contrib.PolygonScaleHandle,"invokeStep/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",fCurrent,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonScaleHandle.java,CH.ifa.draw.contrib.PolygonScaleHandle,"invokeStart/3[int,int,CH.ifa.draw.framework.DrawingView]",fCurrent,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\PolygonScaleHandle.java,CH.ifa.draw.contrib.PolygonScaleHandle,locate/0,fCurrent,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextTool.java,CH.ifa.draw.figures.TextTool,beginEdit/1[CH.ifa.draw.standard.TextHolder],fTextField,4
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextTool.java,CH.ifa.draw.figures.TextTool,setTypingTarget/1[CH.ifa.draw.standard.TextHolder],fTypingTarget,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextTool.java,CH.ifa.draw.figures.TextTool,getTypingTarget/0,fTypingTarget,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextTool.java,CH.ifa.draw.figures.TextTool,endEdit/0,fTextField,3
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextTool.java,CH.ifa.draw.figures.TextTool,fieldBounds/1[CH.ifa.draw.standard.TextHolder],fTextField,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableAdapter.java,CH.ifa.draw.util.UndoableAdapter,isRedoable/0,myIsRedoable,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableAdapter.java,CH.ifa.draw.util.UndoableAdapter,rememberFigures/1[CH.ifa.draw.framework.FigureEnumeration],myAffectedFiguresCount,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableAdapter.java,CH.ifa.draw.util.UndoableAdapter,rememberFigures/1[CH.ifa.draw.framework.FigureEnumeration],myAffectedFigures,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableAdapter.java,CH.ifa.draw.util.UndoableAdapter,setUndoable/1[boolean],myIsUndoable,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableAdapter.java,CH.ifa.draw.util.UndoableAdapter,release/0,myAffectedFiguresCount,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableAdapter.java,CH.ifa.draw.util.UndoableAdapter,setRedoable/1[boolean],myIsRedoable,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableAdapter.java,CH.ifa.draw.util.UndoableAdapter,isUndoable/0,myIsUndoable,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableAdapter.java,CH.ifa.draw.util.UndoableAdapter,getAffectedFigures/0,myAffectedFigures,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableAdapter.java,CH.ifa.draw.util.UndoableAdapter,getAffectedFiguresCount/0,myAffectedFiguresCount,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableAdapter.java,CH.ifa.draw.util.UndoableAdapter,getDrawingView/0,myDrawingView,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableAdapter.java,CH.ifa.draw.util.UndoableAdapter,setDrawingView/1[CH.ifa.draw.framework.DrawingView],myDrawingView,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\RadiusHandle.java,CH.ifa.draw.figures.RadiusHandle,locate/0,OFFSET,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\FontSizeHandle.java,CH.ifa.draw.figures.FontSizeHandle$UndoActivity,setOldFontSize/1[int],myOldFontSize,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\FontSizeHandle.java,CH.ifa.draw.figures.FontSizeHandle$UndoActivity,setFont/1[java.awt.Font],myFont,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\FontSizeHandle.java,CH.ifa.draw.figures.FontSizeHandle$UndoActivity,getFont/0,myFont,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\FontSizeHandle.java,CH.ifa.draw.figures.FontSizeHandle$UndoActivity,getOldFontSize/0,myOldFontSize,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\AutoscrollHelper.java,CH.ifa.draw.contrib.AutoscrollHelper,AutoscrollHelper/1[int],autoscrollMargin,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\AutoscrollHelper.java,CH.ifa.draw.contrib.AutoscrollHelper,getAutoscrollMargin/0,autoscrollMargin,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\AutoscrollHelper.java,CH.ifa.draw.contrib.AutoscrollHelper,setAutoscrollMargin/1[int],autoscrollMargin,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\AutoscrollHelper.java,CH.ifa.draw.contrib.AutoscrollHelper,autoscroll/1[java.awt.Point],autoscrollMargin,8
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\AutoscrollHelper.java,CH.ifa.draw.contrib.AutoscrollHelper,getAutoscrollInsets/0,autoscrollInsets,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\AutoscrollHelper.java,CH.ifa.draw.contrib.AutoscrollHelper,getAutoscrollInsets/0,autoscrollMargin,4
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,len/1[CH.ifa.draw.framework.Figure],edges,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,len/1[CH.ifa.draw.framework.Figure],LENGTH_FACTOR,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,addNode/1[CH.ifa.draw.framework.Figure],nodes,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,figureChanged/1[CH.ifa.draw.framework.FigureChangeEvent],nodes,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,remove/0,nodes,3
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,remove/0,edges,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,"addEdge/2[CH.ifa.draw.framework.ConnectionFigure,int]",edges,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,relax/0,nodes,4
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,relax/0,REPULSION_LIMIT,4
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,relax/0,REPULSION_STRENGTH,3
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,relax/0,FRICTION_FACTOR,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,relax/0,edges,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,relax/0,REPULSION_TYPE,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,relax/0,SPRING_STRENGTH,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,relax/0,TORQUE_STRENGTH,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\GraphLayout.java,CH.ifa.draw.util.GraphLayout,getGraphNode/1[CH.ifa.draw.framework.Figure],nodes,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectionTool.java,CH.ifa.draw.standard.SelectionTool,"mouseDrag/3[java.awt.event.MouseEvent,int,int]",fChild,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectionTool.java,CH.ifa.draw.standard.SelectionTool,"mouseDown/3[java.awt.event.MouseEvent,int,int]",fChild,6
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\SelectionTool.java,CH.ifa.draw.standard.SelectionTool,"mouseUp/3[java.awt.event.MouseEvent,int,int]",fChild,4
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\CommandChoice.java,CH.ifa.draw.util.CommandChoice,addItem/1[CH.ifa.draw.util.Command],fCommands,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\CommandChoice.java,CH.ifa.draw.util.CommandChoice,CommandChoice/0,fCommands,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\CommandChoice.java,CH.ifa.draw.util.CommandChoice,itemStateChanged/1[java.awt.event.ItemEvent],fCommands,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\net\NodeFigure.java,CH.ifa.draw.samples.net.NodeFigure,displayBox/0,BORDER,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\net\NodeFigure.java,CH.ifa.draw.samples.net.NodeFigure,NodeFigure/0,fConnectors,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\net\NodeFigure.java,CH.ifa.draw.samples.net.NodeFigure,"containsPoint/2[int,int]",fConnectorsVisible,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\net\NodeFigure.java,CH.ifa.draw.samples.net.NodeFigure,createConnectors/0,fConnectors,5
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\net\NodeFigure.java,CH.ifa.draw.samples.net.NodeFigure,drawConnectors/1[java.awt.Graphics],fConnectorsVisible,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\net\NodeFigure.java,CH.ifa.draw.samples.net.NodeFigure,connectors/0,fConnectors,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\samples\net\NodeFigure.java,CH.ifa.draw.samples.net.NodeFigure,connectorVisibility/1[boolean],fConnectorsVisible,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractFigure.java,CH.ifa.draw.standard.AbstractFigure,listener/0,fListener,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractFigure.java,CH.ifa.draw.standard.AbstractFigure,addFigureChangeListener/1[CH.ifa.draw.framework.FigureChangeListener],fListener,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractFigure.java,CH.ifa.draw.standard.AbstractFigure,invalidate/0,fListener,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractFigure.java,CH.ifa.draw.standard.AbstractFigure,getZValue/0,_nZ,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractFigure.java,CH.ifa.draw.standard.AbstractFigure,release/0,fListener,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractFigure.java,CH.ifa.draw.standard.AbstractFigure,changed/0,fListener,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractFigure.java,CH.ifa.draw.standard.AbstractFigure,removeFigureChangeListener/1[CH.ifa.draw.framework.FigureChangeListener],fListener,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractFigure.java,CH.ifa.draw.standard.AbstractFigure,setZValue/1[int],_nZ,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\MDIDesktopPane.java,CH.ifa.draw.contrib.MDIDesktopManager,getScrollPane/0,desktop,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\MDIDesktopPane.java,CH.ifa.draw.contrib.MDIDesktopManager,MDIDesktopManager/1[CH.ifa.draw.contrib.MDIDesktopPane],desktop,3
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\MDIDesktopPane.java,CH.ifa.draw.contrib.MDIDesktopManager,setNormalSize/0,desktop,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\MDIDesktopPane.java,CH.ifa.draw.contrib.MDIDesktopManager,resizeDesktop/0,desktop,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineHandle.java,CH.ifa.draw.figures.PolyLineHandle$UndoActivity,getPointIndex/0,myPointIndex,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineHandle.java,CH.ifa.draw.figures.PolyLineHandle$UndoActivity,setOldPoint/1[java.awt.Point],myOldPoint,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineHandle.java,CH.ifa.draw.figures.PolyLineHandle$UndoActivity,getOldPoint/0,myOldPoint,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineHandle.java,CH.ifa.draw.figures.PolyLineHandle$UndoActivity,setPointIndex/1[int],myPointIndex,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleRotationHandle.java,CH.ifa.draw.contrib.TriangleRotationHandle$UndoActivity,setRotationAngle/1[double],myRotationAngle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\TriangleRotationHandle.java,CH.ifa.draw.contrib.TriangleRotationHandle$UndoActivity,getRotationAngle/0,myRotationAngle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BufferedUpdateStrategy.java,CH.ifa.draw.standard.BufferedUpdateStrategy,"draw/2[java.awt.Graphics,CH.ifa.draw.framework.DrawingView]",fImageheight,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BufferedUpdateStrategy.java,CH.ifa.draw.standard.BufferedUpdateStrategy,"draw/2[java.awt.Graphics,CH.ifa.draw.framework.DrawingView]",fImagewidth,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\BufferedUpdateStrategy.java,CH.ifa.draw.standard.BufferedUpdateStrategy,"draw/2[java.awt.Graphics,CH.ifa.draw.framework.DrawingView]",fOffscreen,4
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteIcon.java,CH.ifa.draw.util.PaletteIcon,"PaletteIcon/4[java.awt.Dimension,java.awt.Image,java.awt.Image,java.awt.Image]",fSize,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteIcon.java,CH.ifa.draw.util.PaletteIcon,"PaletteIcon/4[java.awt.Dimension,java.awt.Image,java.awt.Image,java.awt.Image]",fPressed,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteIcon.java,CH.ifa.draw.util.PaletteIcon,"PaletteIcon/4[java.awt.Dimension,java.awt.Image,java.awt.Image,java.awt.Image]",fSelected,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteIcon.java,CH.ifa.draw.util.PaletteIcon,"PaletteIcon/4[java.awt.Dimension,java.awt.Image,java.awt.Image,java.awt.Image]",fNormal,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteIcon.java,CH.ifa.draw.util.PaletteIcon,normal/0,fNormal,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteIcon.java,CH.ifa.draw.util.PaletteIcon,pressed/0,fPressed,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\PaletteIcon.java,CH.ifa.draw.util.PaletteIcon,selected/0,fSelected,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\GraphicalCompositeFigure.java,CH.ifa.draw.contrib.GraphicalCompositeFigure,getPresentationFigure/0,myPresentationFigure,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\GraphicalCompositeFigure.java,CH.ifa.draw.contrib.GraphicalCompositeFigure,setLayouter/1[CH.ifa.draw.contrib.Layouter],myLayouter,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\GraphicalCompositeFigure.java,CH.ifa.draw.contrib.GraphicalCompositeFigure,setPresentationFigure/1[CH.ifa.draw.framework.Figure],myPresentationFigure,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\GraphicalCompositeFigure.java,CH.ifa.draw.contrib.GraphicalCompositeFigure,getLayouter/0,myLayouter,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\ToggleGridCommand.java,CH.ifa.draw.standard.ToggleGridCommand,"ToggleGridCommand/3[java.lang.String,CH.ifa.draw.framework.DrawingEditor,java.awt.Point]",fGrid,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,getNorth/0,_dY2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,"shiftBy/2[int,int]",_dY1,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,"shiftBy/2[int,int]",_dX1,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,"shiftBy/2[int,int]",_dY2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,"shiftBy/2[int,int]",_dX2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,getWidth/0,_dX1,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,getWidth/0,_dX2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,"intersectsPoint/2[double,double]",_dY1,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,"intersectsPoint/2[double,double]",_dX1,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,"intersectsPoint/2[double,double]",_dY2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,"intersectsPoint/2[double,double]",_dX2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,getGreaterY/0,_dY2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,Bounds/1[java.awt.geom.Rectangle2D],_dY1,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,Bounds/1[java.awt.geom.Rectangle2D],_dX1,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,Bounds/1[java.awt.geom.Rectangle2D],_dY2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,Bounds/1[java.awt.geom.Rectangle2D],_dX2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,hashCode/0,_dY1,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,hashCode/0,_dX1,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,hashCode/0,_dY2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,hashCode/0,_dX2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,expandToRatio/1[double],_dY1,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,expandToRatio/1[double],_dX1,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,expandToRatio/1[double],_dY2,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,expandToRatio/1[double],_dX2,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,intersectsBounds/1[CH.ifa.draw.util.Bounds],_dY1,4
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,intersectsBounds/1[CH.ifa.draw.util.Bounds],_dX1,3
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,intersectsBounds/1[CH.ifa.draw.util.Bounds],_dY2,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,intersectsBounds/1[CH.ifa.draw.util.Bounds],_dX2,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,toString/0,_dY1,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,toString/0,_dX1,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,toString/0,_dY2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,toString/0,_dX2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,"completelyContainsLine/4[double,double,double,double]",_dY1,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,"completelyContainsLine/4[double,double,double,double]",_dX1,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,"completelyContainsLine/4[double,double,double,double]",_dY2,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Bounds.java,CH.ifa.draw.util.Bounds,"completelyContainsLine/4[double,double,double,double]",_dX2,1
